dataset;id;label;datatype;mandatory;decimals;minlength;maxlength;formatname;contentlength;id_;categorical;value_labels;cols_abb
qlq;qlq6cd;QLQ Question 6 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ6CD;2;;i
qlq;qlq7;QLQ Question 7;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ7;1;;c
qlq;qlq7cd;QLQ Question 7 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ7CD;2;;i
qlq;qlq8;QLQ Question 8;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ8;1;;c
qlq;qlq8cd;QLQ Question 8 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ8CD;2;;i
qlq;qlq9;QLQ Question 9;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ9;1;;c
qlq;qlq9cd;QLQ Question 9 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ9CD;2;;i
qlq;qlq10;QLQ Question 10;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ10;1;;c
qlq;qlq10cd;QLQ Question 10 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ10CD;2;;i
qlq;qlq11;QLQ Question 11;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ11;1;;c
qlq;qlq11cd;QLQ Question 11 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ11CD;2;;i
qlq;qlq12;QLQ Question 12;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ12;1;;c
qlq;qlq12cd;QLQ Question 12 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ12CD;2;;i
qlq;qlq13;QLQ Question 13;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ13;1;;c
qlq;qlq13cd;QLQ Question 13 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ13CD;2;;i
qlq;qlq14;QLQ Question 14;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ14;1;;c
qlq;qlq14cd;QLQ Question 14 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ14CD;2;;i
qlq;qlq15;QLQ Question 15;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ15;1;;c
qlq;qlq15cd;QLQ Question 15 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ15CD;2;;i
qlq;qlq16;QLQ Question 16;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ16;1;;c
qlq;qlq16cd;QLQ Question 16 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ16CD;2;;i
qlq;qlq17;QLQ Question 17;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ17;1;;c
qlq;qlq17cd;QLQ Question 17 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ17CD;2;;i
qlq;qlq18;QLQ Question 18;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ18;1;;c
qlq;qlq18cd;QLQ Question 18 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ18CD;2;;i
qlq;qlq19;QLQ Question 19;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ19;1;;c
qlq;qlq19cd;QLQ Question 19 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ19CD;2;;i
qlq;qlq20;QLQ Question 20;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ20;1;;c
qlq;qlq20cd;QLQ Question 20 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ20CD;2;;i
qlq;qlq21;QLQ Question 21;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ21;1;;c
qlq;qlq21cd;QLQ Question 21 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ21CD;2;;i
qlq;qlq22;QLQ Question 22;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ22;1;;c
qlq;qlq22cd;QLQ Question 22 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ22CD;2;;i
qlq;qlq23;QLQ Question 23;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ23;1;;c
qlq;qlq23cd;QLQ Question 23 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ23CD;2;;i
qlq;qlq24;QLQ Question 24;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ24;1;;c
qlq;qlq24cd;QLQ Question 24 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ24CD;2;;i
qlq;qlq25;QLQ Question 25;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ25;1;;c
qlq;qlq25cd;QLQ Question 25 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ25CD;2;;i
qlq;qlq26;QLQ Question 26;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ26;1;;c
qlq;qlq26cd;QLQ Question 26 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ26CD;2;;i
qlq;qlq27;QLQ Question 27;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ27;1;;c
qlq;qlq27cd;QLQ Question 27 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ27CD;2;;i
qlq;qlq28;QLQ Question 28;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ28;1;;c
qlq;qlq28cd;QLQ Question 28 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ28CD;2;;i
qlq;qlq29;QLQ Question 29;text;FALSE;NA;1;NA;SCAL7FMT;19;QLQ29;1;;c
qlq;qlq29cd;QLQ Question 29 - Code;integer;FALSE;NA;1;NA;SCAL7FMT;1;QLQ29CD;2;;i
qlq;qlq30;QLQ Question 30;text;FALSE;NA;1;NA;SCAL7FMT;19;QLQ30;1;;c
qlq;qlq30cd;QLQ Question 30 - Code;integer;FALSE;NA;1;NA;SCAL7FMT;1;QLQ30CD;2;;i
qlqbn;qlqbnyn;EORTC QOL-BN20 completed;text;TRUE;NA;1;NA;YNFMT;3;QLQBNYN;1;;c
qlqbn;qlqbnyncd;EORTC QOL-BN20 completed - Code;integer;TRUE;NA;1;NA;YNFMT;1;QLQBNYNCD;2;;i
qlqbn;qlqbnnd;EORTC QOL-BN20 not performed;text;TRUE;NA;1;NA;NA;44;QLQBNND;0;;c
qlqbn;qlqbndat;EORTC QOL-BN20 completion date;date;TRUE;NA;1;NA;NA;10;QLQBNDAT;0;;c
qlqbn;qlqbnsc;EORTC QLQ-BN20 score;double;FALSE;0;1;NA;NA;2;QLQBNSC;0;;d
qlqbn;qlq31;QLQ Question 31;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ31;1;;c
qlqbn;qlq31cd;QLQ Question 31 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ31CD;2;;i
qlqbn;qlq32;QLQ Question 32;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ32;1;;c
qlqbn;qlq32cd;QLQ Question 32 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ32CD;2;;i
qlqbn;qlq33;QLQ Question 33;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ33;1;;c
qlqbn;qlq33cd;QLQ Question 33 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ33CD;2;;i
qlqbn;qlq34;QLQ Question 34;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ34;1;;c
qlqbn;qlq34cd;QLQ Question 34 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ34CD;2;;i
qlqbn;qlq35;QLQ Question 35;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ35;1;;c
qlqbn;qlq35cd;QLQ Question 35 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ35CD;2;;i
qlqbn;qlq36;QLQ Question 36;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ36;1;;c
qlqbn;qlq36cd;QLQ Question 36 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ36CD;2;;i
qlqbn;qlq37;QLQ Question 37;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ37;1;;c
qlqbn;qlq37cd;QLQ Question 37 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ37CD;2;;i
qlqbn;qlq38;QLQ Question 38;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ38;1;;c
qlqbn;qlq38cd;QLQ Question 38 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ38CD;2;;i
qlqbn;qlq39;QLQ Question 39;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ39;1;;c
qlqbn;qlq39cd;QLQ Question 39 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ39CD;2;;i
qlqbn;qlq40;QLQ Question 40;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ40;1;;c
qlqbn;qlq40cd;QLQ Question 40 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ40CD;2;;i
qlqbn;qlq41;QLQ Question 41;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ41;1;;c
qlqbn;qlq41cd;QLQ Question 41 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ41CD;2;;i
qlqbn;qlq42;QLQ Question 42;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ42;1;;c
qlqbn;qlq42cd;QLQ Question 42 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ42CD;2;;i
qlqbn;qlq43;QLQ Question 43;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ43;1;;c
qlqbn;qlq43cd;QLQ Question 43 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ43CD;2;;i
qlqbn;qlq44;QLQ Question 44;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ44;1;;c
qlqbn;qlq44cd;QLQ Question 44 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ44CD;2;;i
qlqbn;qlq45;QLQ Question 45;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ45;1;;c
qlqbn;qlq45cd;QLQ Question 45 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ45CD;2;;i
qlqbn;qlq46;QLQ Question 46;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ46;1;;c
qlqbn;qlq46cd;QLQ Question 46 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ46CD;2;;i
qlqbn;qlq47;QLQ Question 47;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ47;1;;c
qlqbn;qlq47cd;QLQ Question 47 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ47CD;2;;i
qlqbn;qlq48;QLQ Question 48;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ48;1;;c
qlqbn;qlq48cd;QLQ Question 48 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ48CD;2;;i
qlqbn;qlq49;QLQ Question 49;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ49;1;;c
qlqbn;qlq49cd;QLQ Question 49 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ49CD;2;;i
qlqbn;qlq50;QLQ Question 50;text;FALSE;NA;1;NA;QLQ30FMT;20;QLQ50;1;;c
qlqbn;qlq50cd;QLQ Question 50 - Code;integer;FALSE;NA;1;NA;QLQ30FMT;1;QLQ50CD;2;;i
sq;sqprdat;Date of last visit;date;FALSE;NA;1;NA;NA;10;SQPRDAT;0;;c
sq;sqaecoun;No. of AE's;double;FALSE;0;1;NA;NA;1;SQAECOUN;0;;d
sq;sqcmreg;Any CM's?;double;FALSE;0;1;NA;NA;1;SQCMREG;0;;d
sq;sqaeyn;Has there been any Adverse Events on or after the date above?;text;TRUE;NA;1;NA;YNFMT;3;SQAEYN;1;;c
sq;sqaeyncd;Has there been any Adverse Events on or after the date above? - Code;integer;TRUE;NA;1;NA;YNFMT;1;SQAEYNCD;2;;i
sq;sqaechk2;The following Adverse Event(s) are currently registered as ongoing, check if any of them should be updated;text;FALSE;NA;1;NA;NA;4;SQAECHK2;0;;c
sq;sqaeyes1;The Adverse Event(s) above have been checked and if applicable updated 1;text;TRUE;NA;1;NA;YESFMT;3;SQAEYES1;1;;c
sq;sqaeyes1cd;The Adverse Event(s) above have been checked and if applicable updated 1 - Code;integer;TRUE;NA;1;NA;YESFMT;1;SQAEYES1CD;2;;i
sq;sqcmyn;Were any Prior or Concomitant Medication(s) taken?;text;TRUE;NA;1;NA;YNFMT;3;SQCMYN;1;;c
sq;sqcmyncd;Were any Prior or Concomitant Medication(s) taken? - Code;integer;TRUE;NA;1;NA;YNFMT;1;SQCMYNCD;2;;i
sq;sqcmyn2;Has there been any changes in Concomitant Medication(s) on or after the date above?;text;TRUE;NA;1;NA;YNFMT;3;SQCMYN2;1;;c
sq;sqcmyn2cd;Has there been any changes in Concomitant Medication(s) on or after the date above? - Code;integer;TRUE;NA;1;NA;YNFMT;1;SQCMYN2CD;2;;i
sq;sqcmchk2;The following Concomitant Medication(s) are currently registered as ongoing, check if any of them should be updated;text;FALSE;NA;1;NA;NA;49;SQCMCHK2;0;;c
sq;sqcmyes1;The Concomitant Medication(s) above have been checked and if applicable updated 1;text;TRUE;NA;1;NA;YESFMT;3;SQCMYES1;1;;c
sq;sqcmyes1cd;The Concomitant Medication(s) above have been checked and if applicable updated 1 - Code;integer;TRUE;NA;1;NA;YESFMT;1;SQCMYES1CD;2;;i
sq;sqmhyn;Has the subject had any medical conditions or events (Medical History)?;text;TRUE;NA;1;NA;YNFMT;3;SQMHYN;1;;c
sq;sqmhyncd;Has the subject had any medical conditions or events (Medical History)? - Code;integer;TRUE;NA;1;NA;YNFMT;1;SQMHYNCD;2;;i
pre;pregtst;Has a pregnancy test been taken?;text;TRUE;NA;1;NA;VSYNFMT;35;PREGTST;1;;c
pre;pregtstcd;Has a pregnancy test been taken? - Code;integer;TRUE;NA;1;NA;VSYNFMT;1;PREGTSTCD;2;;i
pre;predat;Date of pregnancy test;date;TRUE;NA;1;NA;NA;10;PREDAT;0;;c
pre;preres;Pregnancy test result;text;TRUE;NA;1;NA;LABFMT;8;PRERES;1;;c
pre;prerescd;Result - Code;integer;TRUE;NA;1;NA;LABFMT;1;PRERESCD;2;;i
elig;eligyn;Is the subject still eligible for randomization?;text;TRUE;NA;1;NA;YNFMT;3;ELIGYN;1;;c
elig;eligyncd;Is the subject still eligible for randomization? - Code;integer;TRUE;NA;1;NA;YNFMT;1;ELIGYNCD;2;;i
elig;eiranyn;Is the subject already randomized?;text;TRUE;NA;1;NA;YNFMT;3;EIRANYN;1;;c
elig;eiranyncd;Is the subject already randomized? - Code;integer;TRUE;NA;1;NA;YNFMT;1;EIRANYNCD;2;;i
elig;eiranno;Randomization no.;text;TRUE;NA;1;NA;EIRANFMT;4;EIRANNO;1;;c
elig;eirannocd;Randomization no. - Code;integer;TRUE;NA;1;NA;EIRANFMT;4;EIRANNOCD;2;;i
ran;randat;Randomization date;date;TRUE;NA;1;NA;NA;0;RANDAT;0;;c
ran;randia;Diagnosis;text;FALSE;NA;1;NA;COHORFMT;0;RANDIA;1;;c
ran;randiacd;Diagnosis - Code;string;FALSE;NA;1;NA;COHORFMT;0;RANDIACD;2;;c
ran;ranno;Randomization number;double;TRUE;0;1;NA;NA;0;RANNO;0;;d
ran;rantrt;Treatment group;text;TRUE;NA;1;NA;RTRTFMT;0;RANTRT;1;;c
ran;rantrtcd;Treatment group - Code;string;TRUE;NA;1;NA;RTRTFMT;0;RANTRTCD;2;;c
ran;randos;Dose;text;TRUE;NA;1;NA;LDOSFMT;0;RANDOS;1;;c
ran;randoscd;Dose - Code;string;TRUE;NA;1;NA;LDOSFMT;0;RANDOSCD;2;;c
ran;ranst;Start up time;text;TRUE;NA;1;NA;RANSTFMT;0;RANST;1;;c
ran;ranstcd;Start up time - Code;string;TRUE;NA;1;NA;RANSTFMT;0;RANSTCD;2;;c
ran;ranfudos;Follow-up dose;text;TRUE;NA;1;NA;DOSEFMT;0;RANFUDOS;1;;c
ran;ranfudoscd;Follow-up dose - Code;string;TRUE;NA;1;NA;DOSEFMT;0;RANFUDOSCD;2;;c
mri;mridat;Date of MRI exam;date;TRUE;NA;1;NA;NA;10;MRIDAT;0;;c
mri;mrfuplyn;Result file from MRI is uploaded;text;TRUE;NA;1;NA;YNFMT;3;MRFUPLYN;1;;c
mri;mrfuplyncd;Result file from MRI is uploaded - Code;integer;TRUE;NA;1;NA;YNFMT;1;MRFUPLYNCD;2;;i
mri;mrt1cfyn;Mean relative cerebral blood flow performed?;text;FALSE;NA;1;NA;YNFMT;0;MRT1CFYN;1;;c
mri;mrt1cfyncd;Mean relative cerebral blood flow performed? - Code;integer;FALSE;NA;1;NA;YNFMT;0;MRT1CFYNCD;2;;i
mri;mrt1cfnd;Reason not performed;text;FALSE;NA;1;NA;NA;0;MRT1CFND;0;;c
mri;mrt1cf;Mean relative cerebral blood flow (PTA-ROI);double;FALSE;6;1;NA;NA;0;MRT1CF;0;;d
mri;mrt1ssyn;Mean relative solid stress performed?;text;FALSE;NA;1;NA;YNFMT;0;MRT1SSYN;1;;c
mri;mrt1ssyncd;Mean relative solid stress performed? - Code;integer;FALSE;NA;1;NA;YNFMT;0;MRT1SSYNCD;2;;i
mri;mrt1ssnd;Reason not performed;text;FALSE;NA;1;NA;NA;0;MRT1SSND;0;;c
mri;mrt1ss;Mean relative solid stress (PTA-ROI);double;FALSE;6;1;NA;NA;0;MRT1SS;0;;d
mri;mrt2cfyn;Mean relative cerebral blood flow performed?;text;FALSE;NA;1;NA;YNFMT;0;MRT2CFYN;1;;c
mri;mrt2cfyncd;Mean relative cerebral blood flow performed? - Code;integer;FALSE;NA;1;NA;YNFMT;0;MRT2CFYNCD;2;;i
mri;mrt2cfnd;Reason not performed;text;FALSE;NA;1;NA;NA;0;MRT2CFND;0;;c
mri;mrt2cf;Mean relative cerebral blood flow (ROI2);double;FALSE;6;1;NA;NA;0;MRT2CF;0;;d
mri;mrt2ssyn;Mean relative solid stress performed?;text;FALSE;NA;1;NA;YNFMT;0;MRT2SSYN;1;;c
mri;mrt2ssyncd;Mean relative solid stress performed? - Code;integer;FALSE;NA;1;NA;YNFMT;0;MRT2SSYNCD;2;;i
mri;mrt2ssnd;Reason not performed;text;FALSE;NA;1;NA;NA;0;MRT2SSND;0;;c
mri;mrt2ss;Mean relative solid stress (ROI2);double;FALSE;6;1;NA;NA;0;MRT2SS;0;;d
mri;mrt1cayn;Total volume of contrast agent enhancing lesion on T1-weighted MRI in cm3 performed?;text;FALSE;NA;1;NA;YNFMT;0;MRT1CAYN;1;;c
mri;mrt1cayncd;Total volume of contrast agent enhancing lesion on T1-weighted MRI in cm3 performed? - Code;integer;FALSE;NA;1;NA;YNFMT;0;MRT1CAYNCD;2;;i
mri;mrt1cand;Reason not performed;text;FALSE;NA;1;NA;NA;0;MRT1CAND;0;;c
mri;mrt1ca;Total volume of contrast agent enhancing lesion on T1-weighted MRI in cm3;double;FALSE;6;1;NA;NA;0;MRT1CA;0;;d
mri;mrt2psyn;Total volume of pathologic signal on T2/FLAIR-weighted MRI in cm3 performed?;text;FALSE;NA;1;NA;YNFMT;0;MRT2PSYN;1;;c
mri;mrt2psyncd;Total volume of pathologic signal on T2/FLAIR-weighted MRI in cm3 performed? - Code;integer;FALSE;NA;1;NA;YNFMT;0;MRT2PSYNCD;2;;i
mri;mrt2psnd;Reason not performed;text;FALSE;NA;1;NA;NA;0;MRT2PSND;0;;c
mri;mrt2ps;Total volume of pathologic signal on T2/FLAIR-weighted MRI in cm3;double;FALSE;6;1;NA;NA;0;MRT2PS;0;;d
mri;mrrnyn;Radio necrosis performed?;text;FALSE;NA;1;NA;YNFMT;0;MRRNYN;1;;c
mri;mrrnyncd;Radio necrosis performed? - Code;integer;FALSE;NA;1;NA;YNFMT;0;MRRNYNCD;2;;i
mri;mrrnnd;Reason not performed;text;FALSE;NA;1;NA;NA;0;MRRNND;0;;c
mri;mrrn;Radio necrosis;double;FALSE;6;1;NA;NA;0;MRRN;0;;d
mri;mrpspyn;Pseudoprogression performed?;text;FALSE;NA;1;NA;YNFMT;0;MRPSPYN;1;;c
mri;mrpspyncd;Pseudoprogression performed? - Code;integer;FALSE;NA;1;NA;YNFMT;0;MRPSPYNCD;2;;i
mri;mrpspnd;Reason not performed;text;FALSE;NA;1;NA;NA;0;MRPSPND;0;;c
mri;mrpsp;Pseudoprogression;double;FALSE;6;1;NA;NA;0;MRPSP;0;;d
mri;mrptayn;Mean relative cerebral blood performed?;text;FALSE;NA;1;NA;YNFMT;0;MRPTAYN;1;;c
mri;mrptayncd;Mean relative cerebral blood performed? - Code;integer;FALSE;NA;1;NA;YNFMT;0;MRPTAYNCD;2;;i
mri;mrptand;Reason not performed;text;FALSE;NA;1;NA;NA;0;MRPTAND;0;;c
mri;mrpta;Mean relative cerebral blood;double;FALSE;6;1;NA;NA;0;MRPTA;0;;d
mri;mrrttyn;Mean relative transit time performed?;text;FALSE;NA;1;NA;YNFMT;0;MRRTTYN;1;;c
mri;mrrttyncd;Mean relative transit time performed? - Code;integer;FALSE;NA;1;NA;YNFMT;0;MRRTTYNCD;2;;i
mri;mrrttnd;Reason not performed;text;FALSE;NA;1;NA;NA;0;MRRTTND;0;;c
mri;mrrtt;Mean relative transit time;double;FALSE;6;1;NA;NA;0;MRRTT;0;;d
mri;mrmefyn;Mean DSC K2 leakage performed?;text;FALSE;NA;1;NA;YNFMT;0;MRMEFYN;1;;c
mri;mrmefyncd;Mean DSC K2 leakage performed? - Code;integer;FALSE;NA;1;NA;YNFMT;0;MRMEFYNCD;2;;i
mri;mrmefnd;Reason not performed;text;FALSE;NA;1;NA;NA;0;MRMEFND;0;;c
mri;mrmef;Mean DSC K2 leakage;double;FALSE;6;1;NA;NA;0;MRMEF;0;;d
mri;mrdscyn;Mean relative DSC extravasation performed?;text;FALSE;NA;1;NA;YNFMT;0;MRDSCYN;1;;c
mri;mrdscyncd;Mean relative DSC extravasation performed? - Code;integer;FALSE;NA;1;NA;YNFMT;0;MRDSCYNCD;2;;i
mri;mrdscnd;Reason not performed;text;FALSE;NA;1;NA;NA;0;MRDSCND;0;;c
mri;mrdsc;Mean relative DSC extravasation;double;FALSE;6;1;NA;NA;0;MRDSC;0;;d
mri;mrrvsiyn;Mean relative vessel size index performed?;text;FALSE;NA;1;NA;YNFMT;0;MRRVSIYN;1;;c
mri;mrrvsiyncd;Mean relative vessel size index performed? - Code;integer;FALSE;NA;1;NA;YNFMT;0;MRRVSIYNCD;2;;i
mri;mrrvsind;Reason not performed;text;FALSE;NA;1;NA;NA;0;MRRVSIND;0;;c
mri;mrrvsi;Mean relative vessel size index;double;FALSE;6;1;NA;NA;0;MRRVSI;0;;d
mri;mrrvcyn;Mean relative vessel Caliber performed?;text;FALSE;NA;1;NA;YNFMT;0;MRRVCYN;1;;c
mri;mrrvcyncd;Mean relative vessel Caliber performed? - Code;integer;FALSE;NA;1;NA;YNFMT;0;MRRVCYNCD;2;;i
mri;mrrvcnd;Reason not performed;text;FALSE;NA;1;NA;NA;0;MRRVCND;0;;c
mri;mrrvc;Mean relative vessel caliber;double;FALSE;6;1;NA;NA;0;MRRVC;0;;d
mri;mrrvayn;Mean relative vortex area performed?;text;FALSE;NA;1;NA;YNFMT;0;MRRVAYN;1;;c
mri;mrrvayncd;Mean relative vortex area performed? - Code;integer;FALSE;NA;1;NA;YNFMT;0;MRRVAYNCD;2;;i
mri;mrrvand;Reason not performed;text;FALSE;NA;1;NA;NA;0;MRRVAND;0;;c
mri;mrrva;Mean relative vortex area;double;FALSE;6;1;NA;NA;0;MRRVA;0;;d
mri;mrrcvayn;Mean relative corrected vortex area performed?;text;FALSE;NA;1;NA;YNFMT;0;MRRCVAYN;1;;c
mri;mrrcvayncd;Mean relative corrected vortex area performed? - Code;integer;FALSE;NA;1;NA;YNFMT;0;MRRCVAYNCD;2;;i
mri;mrrcvand;Reason not performed;text;FALSE;NA;1;NA;NA;0;MRRCVAND;0;;c
mri;mrrcva;Mean relative corrected vortex area;double;FALSE;6;1;NA;NA;0;MRRCVA;0;;d
mri;mrrdvyn;Mean relative direction value performed?;text;FALSE;NA;1;NA;YNFMT;0;MRRDVYN;1;;c
mri;mrrdvyncd;Mean relative direction value performed? - Code;integer;FALSE;NA;1;NA;YNFMT;0;MRRDVYNCD;2;;i
mri;mrrdvnd;Reason not performed;text;FALSE;NA;1;NA;NA;0;MRRDVND;0;;c
mri;mrrdv;Mean relative direction value;double;FALSE;6;1;NA;NA;0;MRRDV;0;;d
mri;mrdptayn;Mean relative apparent diffusion coefficient performed?;text;FALSE;NA;1;NA;YNFMT;0;MRDPTAYN;1;;c
mri;mrdptayncd;Mean relative apparent diffusion coefficient performed? - Code;integer;FALSE;NA;1;NA;YNFMT;0;MRDPTAYNCD;2;;i
mri;mrdptand;Reason not performed;text;FALSE;NA;1;NA;NA;0;MRDPTAND;0;;c
mri;mrdpta;Mean relative apparent diffusion coefficient;double;FALSE;6;1;NA;NA;0;MRDPTA;0;;d
mri;mrdrfayn;Mean relative fractional anisotropy performed?;text;FALSE;NA;1;NA;YNFMT;0;MRDRFAYN;1;;c
mri;mrdrfayncd;Mean relative fractional anisotropy performed? - Code;integer;FALSE;NA;1;NA;YNFMT;0;MRDRFAYNCD;2;;i
mri;mrdrfand;Reason not performed;text;FALSE;NA;1;NA;NA;0;MRDRFAND;0;;c
mri;mrdrfa;Mean relative fractional anisotropy;double;FALSE;6;1;NA;NA;0;MRDRFA;0;;d
mri;mrdrsiyn;Mean relative restricted spectrum imaging performed?;text;FALSE;NA;1;NA;YNFMT;0;MRDRSIYN;1;;c
mri;mrdrsiyncd;Mean relative restricted spectrum imaging performed? - Code;integer;FALSE;NA;1;NA;YNFMT;0;MRDRSIYNCD;2;;i
mri;mrdrsind;Reason not performed;text;FALSE;NA;1;NA;NA;0;MRDRSIND;0;;c
mri;mrdrsi;Mean relative restricted spectrum imaging;double;FALSE;6;1;NA;NA;0;MRDRSI;0;;d
mri;mrdiimyn;Mean relative intravoxel incoherent motion performed?;text;FALSE;NA;1;NA;YNFMT;0;MRDIIMYN;1;;c
mri;mrdiimyncd;Mean relative intravoxel incoherent motion performed? - Code;integer;FALSE;NA;1;NA;YNFMT;0;MRDIIMYNCD;2;;i
mri;mrdiimnd;Reason not performed;text;FALSE;NA;1;NA;NA;0;MRDIIMND;0;;c
mri;mrdiim;Mean relative intravoxel incoherent motion;double;FALSE;6;1;NA;NA;0;MRDIIM;0;;d
mri;mrdtsyn;Mean tissue stiffness performed?;text;FALSE;NA;1;NA;YNFMT;0;MRDTSYN;1;;c
mri;mrdtsyncd;Mean tissue stiffness performed? - Code;integer;FALSE;NA;1;NA;YNFMT;0;MRDTSYNCD;2;;i
mri;mrdtsnd;Reason not performed;text;FALSE;NA;1;NA;NA;0;MRDTSND;0;;c
mri;mrdts;Mean tissue stiffness;double;FALSE;6;1;NA;NA;0;MRDTS;0;;d
mri;mrdtvyn;Mean tissue viscosity performed?;text;FALSE;NA;1;NA;YNFMT;0;MRDTVYN;1;;c
mri;mrdtvyncd;Mean tissue viscosity performed? - Code;integer;FALSE;NA;1;NA;YNFMT;0;MRDTVYNCD;2;;i
mri;mrdtvnd;Reason not performed;text;FALSE;NA;1;NA;NA;0;MRDTVND;0;;c
mri;mrdtv;Mean tissue viscosity;double;FALSE;6;1;NA;NA;0;MRDTV;0;;d
mri;mrdtpyn;Mean tumor pressure performed?;text;FALSE;NA;1;NA;YNFMT;0;MRDTPYN;1;;c
mri;mrdtpyncd;Mean tumor pressure performed? - Code;integer;FALSE;NA;1;NA;YNFMT;0;MRDTPYNCD;2;;i
